Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Ionview,43.7362899780716,-79.2732009881298,Gateway Newstands,43.7325102050885,-79.26385442345111,Convenience Store
Ionview,43.7362899780716,-79.2732009881298,Kennedy Subway/RT Station,43.73258189986914,-79.26343026387866,Metro Station
Ionview,43.7362899780716,-79.2732009881298,Kennedy GO Station,43.73227476873184,-79.26241750386065,Train Station
Islington-City Centre West,43.63608169557139,-79.542961120613,Kebab 49,43.635942801414345,-79.54042175545722,Turkish Restaurant
Islington-City Centre West,43.63608169557139,-79.542961120613,Taste of Thailand Cuisine,43.63592844376696,-79.54078546433666,Thai Restaurant
Islington-City Centre West,43.63608169557139,-79.542961120613,Best for Bride in Etobicoke,43.6357672,-79.5399161,Women's Store
Islington-City Centre West,43.63608169557139,-79.542961120613,Duke's Source For Sports,43.64057465317366,-79.54176372643659,Sporting Goods Shop
Islington-City Centre West,43.63608169557139,-79.542961120613,Dairy Queen,43.633314116373555,-79.54214685041734,Fast Food Restaurant
Islington-City Centre West,43.63608169557139,-79.542961120613,Starbucks,43.638135,-79.537814,Coffee Shop
Islington-City Centre West,43.63608169557139,-79.542961120613,Apache Burger,43.63925670966239,-79.53772513214226,Burger Joint
Islington-City Centre West,43.63608169557139,-79.542961120613,Mekong River Restaurant,43.632642961028864,-79.54418447088408,Vietnamese Restaurant
Islington-City Centre West,43.63608169557139,-79.542961120613,Milano's Pizza,43.64044852463427,-79.5419554512236,Pizza Place
Islington-City Centre West,43.63608169557139,-79.542961120613,M&M Food Market,43.6404659,-79.5381547,Grocery Store
Islington-City Centre West,43.63608169557139,-79.542961120613,Yellow Cup Cafe,43.63174416558188,-79.55222983470992,Café
Islington-City Centre West,43.63608169557139,-79.542961120613,Pho House,43.63952805766307,-79.5372173183437,Vietnamese Restaurant
Islington-City Centre West,43.63608169557139,-79.542961120613,Bulk Barn,43.6407285125568,-79.53826245212483,Grocery Store
Islington-City Centre West,43.63608169557139,-79.542961120613,Bake Sale,43.640343587754565,-79.537970237272,Cupcake Shop
Islington-City Centre West,43.63608169557139,-79.542961120613,Sushi 2 Go,43.63750935551297,-79.53926097467965,Sushi Restaurant
Islington-City Centre West,43.63608169557139,-79.542961120613,Starbucks,43.640187,-79.538053,Coffee Shop
Islington-City Centre West,43.63608169557139,-79.542961120613,Subway,43.63612821666667,-79.54024,Sandwich Place
Islington-City Centre West,43.63608169557139,-79.542961120613,KFC,43.63514223610698,-79.54162491211859,Fast Food Restaurant
Islington-City Centre West,43.63608169557139,-79.542961120613,Canadiana Restaurant & Banquet Hall,43.639742,-79.536993,Restaurant
Islington-City Centre West,43.63608169557139,-79.542961120613,Shoppers Drug Mart,43.640278,-79.537959,Pharmacy
Islington-City Centre West,43.63608169557139,-79.542961120613,Scruffy Murphy's,43.63215474241306,-79.55252471529467,Pub
Islington-City Centre West,43.63608169557139,-79.542961120613,Swiss Chalet,43.632125783816576,-79.5445963024996,Restaurant
Islington-City Centre West,43.63608169557139,-79.542961120613,TD Canada Trust,43.6411328,-79.5401003,Bank
Islington-City Centre West,43.63608169557139,-79.542961120613,Harvey's,43.632548798820636,-79.54375696497682,Fast Food Restaurant
Islington-City Centre West,43.63608169557139,-79.542961120613,The Beer Store,43.631091,-79.551401,Beer Store
Islington-City Centre West,43.63608169557139,-79.542961120613,Wendy's,43.638372021354634,-79.53890971381952,Fast Food Restaurant
Islington-City Centre West,43.63608169557139,-79.542961120613,Souvlaki Hut,43.636372008379354,-79.5402269674304,Greek Restaurant
Islington-City Centre West,43.63608169557139,-79.542961120613,Tim Hortons,43.63837351090256,-79.53889265656471,Coffee Shop
Islington-City Centre West,43.63608169557139,-79.542961120613,Popeyes Louisiana Kitchen,43.63598089395426,-79.54035867373348,Fried Chicken Joint
Islington-City Centre West,43.63608169557139,-79.542961120613,The Rockpile Bar & Nightclub,43.62962653571074,-79.54903738410873,Concert Hall
Junction Area,43.6690711977154,-79.472030639613,LCBO,43.67043567393561,-79.473005001028,Liquor Store
Junction Area,43.6690711977154,-79.472030639613,Ice Cream Junction,43.665529400721674,-79.4730527902899,Ice Cream Shop
Junction Area,43.6690711977154,-79.472030639613,The Sweet Potato,43.665405425838244,-79.4692294738573,Grocery Store
Junction Area,43.6690711977154,-79.472030639613,famous last words,43.665181,-79.468471,Speakeasy
Junction Area,43.6690711977154,-79.472030639613,Curry Twist,43.66558068434231,-79.47054074311107,Indian Restaurant
Junction Area,43.6690711977154,-79.472030639613,Bunner's Bake Shop,43.66553598145282,-79.47151288405423,Bakery
Junction Area,43.6690711977154,-79.472030639613,3030 Dundas,43.66557380985307,-79.47037575268513,Bar
Junction Area,43.6690711977154,-79.472030639613,nodo,43.665303321627505,-79.46562068004896,Italian Restaurant
Junction Area,43.6690711977154,-79.472030639613,When the Pig Came Home,43.66547728416018,-79.47065053444993,Deli / Bodega
Junction Area,43.6690711977154,-79.472030639613,Indie Alehouse,43.66547472315272,-79.46528973047275,Gastropub
Junction Area,43.6690711977154,-79.472030639613,Shamone,43.66553289652722,-79.46815550572384,Bar
Junction Area,43.6690711977154,-79.472030639613,Mjölk,43.665432436685634,-79.46796194112322,Furniture / Home Store
Junction Area,43.6690711977154,-79.472030639613,Hole in the Wall,43.66529624102518,-79.46511783107383,Bar
Junction Area,43.6690711977154,-79.472030639613,Breathe Yoga Studio,43.66578399036315,-79.46844069580487,Yoga Studio
Junction Area,43.6690711977154,-79.472030639613,Fat Louie's BBQ,43.66932673950346,-79.46916626397906,Food Truck
Junction Area,43.6690711977154,-79.472030639613,The Good Neighbour,43.66257807131982,-79.4709859073286,Café
Junction Area,43.6690711977154,-79.472030639613,Five Guys,43.67399936300619,-79.46958934743358,Burger Joint
Junction Area,43.6690711977154,-79.472030639613,ARTiculations,43.6655499084009,-79.46719380367311,Arts & Crafts Store
Junction Area,43.6690711977154,-79.472030639613,Rainhard Brewing,43.67269006118166,-79.47867903828485,Brewery
Junction Area,43.6690711977154,-79.472030639613,Annette Food Market,43.662456516546676,-79.4709790090443,Italian Restaurant
Junction Area,43.6690711977154,-79.472030639613,Second Cup,43.67385798137083,-79.4703479302649,Coffee Shop
Junction Area,43.6690711977154,-79.472030639613,Isaan Der,43.665311,-79.468078,Thai Restaurant
Junction Area,43.6690711977154,-79.472030639613,The Beet Organic Café,43.665339657389666,-79.46713655678533,Café
Junction Area,43.6690711977154,-79.472030639613,Junction Craft Brewing,43.67329938917178,-79.47839140892029,Brewery
Junction Area,43.6690711977154,-79.472030639613,Vesuvio's Pizzeria & Spaghetti House,43.66552957134298,-79.46978423972531,Italian Restaurant
Junction Area,43.6690711977154,-79.472030639613,Junction Farmers' Market,43.665486628304485,-79.46811754565887,Flea Market
Junction Area,43.6690711977154,-79.472030639613,Junction City Music Hall,43.66533428942121,-79.46625298427486,Music Venue
Junction Area,43.6690711977154,-79.472030639613,Crema Coffee Co.,43.66543423757319,-79.47213703014219,Coffee Shop
Junction Area,43.6690711977154,-79.472030639613,Honest Weight,43.665389,-79.461335,Seafood Restaurant
Junction Area,43.6690711977154,-79.472030639613,Dirty Food Eatery,43.66551362745244,-79.47198047941576,Breakfast Spot
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Nova Era Bakery,43.68192433660699,-79.46762043733504,Bakery
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Seara Bakery and Pastry,43.680842302990285,-79.47289230880898,Café
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Martins Churrasqueira & Grill House,43.68096387210818,-79.47316376802233,BBQ Joint
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Golden Wheat,43.68200767885235,-79.47128927776374,Bakery
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Caldense Bakery,43.691993244478795,-79.46751193333793,Dessert Shop
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Value Village,43.681947715651766,-79.47315425563784,Thrift / Vintage Store
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,The Beer Store,43.6797036,-79.4705359,Beer Store
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,FreshCo,43.69254441330608,-79.46622786951993,Grocery Store
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Subway,43.68182559490026,-79.47222781252117,Sandwich Place
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Pizza Pizza,43.682150153813865,-79.46814230066533,Pizza Place
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Shoppers Drug Mart,43.692676,-79.46257,Pharmacy
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Subway,43.69021830300218,-79.47404997234327,Sandwich Place
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Petro-Canada,43.680812,-79.475829,Gas Station
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Tim Hortons,43.68047568667204,-79.4759613275528,Coffee Shop
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,King's BBQ Chicken,43.68205372539415,-79.47141296391287,Latin American Restaurant
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,The Real Canadian Wholesale,43.68089056942568,-79.47191001637994,Department Store
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Dollarama,43.681291,-79.473229,Discount Store
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,West Side Mall,43.69058424583948,-79.4660704272162,Shopping Mall
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Nova Era,43.68192632108099,-79.46343116191946,Coffee Shop
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,El Nahual,43.6907629,-79.4737993,Restaurant
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Dollar Tree,43.6902962,-79.4746668,Discount Store
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Dollar Blitz,43.692387798726664,-79.46828734438854,Convenience Store
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Mike's Men's Hair Styling,43.68381048287364,-79.45995366980489,Cosmetics Shop
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Dollar Tree,43.69277485639068,-79.46682062857616,Discount Store
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Cayuga park,43.679432227843336,-79.47476917842644,Park
Keelesdale-Eglinton West,43.6856918334715,-79.46927642821299,Keelesdale North Park,43.687162350363224,-79.48032231759423,Park
Kennedy Park,43.7258682250716,-79.2623214721129,Tim Hortons,43.72689508691926,-79.26615692675114,Coffee Shop
Kennedy Park,43.7258682250716,-79.2623214721129,Giant Tiger,43.72744662939136,-79.26624035854763,Department Store
Kennedy Park,43.7258682250716,-79.2623214721129,Chung Moi,43.73232776751296,-79.26932737877392,Chinese Restaurant
Kennedy Park,43.7258682250716,-79.2623214721129,Subway,43.73147093707659,-79.26869157944776,Sandwich Place
Kennedy Park,43.7258682250716,-79.2623214721129,Tim Hortons,43.732134410174226,-79.2682641425723,Coffee Shop
Kennedy Park,43.7258682250716,-79.2623214721129,Shoppers Drug Mart,43.732843,-79.268075,Pharmacy
Kennedy Park,43.7258682250716,-79.2623214721129,TD Canada Trust,43.733135696904675,-79.2678938806074,Bank
Kennedy Park,43.7258682250716,-79.2623214721129,Tandy Leather,43.7269737868054,-79.26651349240451,Hobby Shop
Kennedy Park,43.7258682250716,-79.2623214721129,Hakka No.1,43.72768846107342,-79.26605655631751,Chinese Restaurant
Kennedy Park,43.7258682250716,-79.2623214721129,Dollarama,43.72659620252377,-79.26682995710473,Discount Store
Kennedy Park,43.7258682250716,-79.2623214721129,Fu Yao Supermarket,43.725053676622224,-79.25301949095291,Grocery Store
Kennedy Park,43.7258682250716,-79.2623214721129,Gateway Newstands,43.7325102050885,-79.26385442345111,Convenience Store
Kennedy Park,43.7258682250716,-79.2623214721129,Kennedy Subway/RT Station,43.73258189986914,-79.26343026387866,Metro Station
Kennedy Park,43.7258682250716,-79.2623214721129,Royal Congee Chinese Cuisine,43.724572,-79.253083,Chinese Restaurant
Kennedy Park,43.7258682250716,-79.2623214721129,Rob's No Frills,43.732606,-79.266706,Grocery Store
Kennedy Park,43.7258682250716,-79.2623214721129,SRT - Moving Target,43.732974036277405,-79.26378835866568,Light Rail Station
Kennedy Park,43.7258682250716,-79.2623214721129,McDonald's,43.72459080446646,-79.2534620917188,Fast Food Restaurant
Kennedy Park,43.7258682250716,-79.2623214721129,Dollar Tree,43.7326694,-79.2664148,Discount Store
Kennedy Park,43.7258682250716,-79.2623214721129,Lam Kee B. B. Q. Restaurant,43.724812738000224,-79.25211067659093,Asian Restaurant
Kennedy Park,43.7258682250716,-79.2623214721129,NAPA AUTOPRO - Car Court Auto Clinic,43.7337102,-79.2643688,Auto Garage
Kennedy Park,43.7258682250716,-79.2623214721129,Hertz,43.734092,-79.258352,Rental Car Location
Kensington-Chinatown,43.6533088684715,-79.396339416513,Sonic Boom,43.650858882525974,-79.39698455156606,Record Shop
Kensington-Chinatown,43.6533088684715,-79.396339416513,Art Gallery of Ontario,43.654002860337386,-79.39292172707437,Art Gallery
Kensington-Chinatown,43.6533088684715,-79.396339416513,Meeplemart,43.65162799198926,-79.39741037259144,Gaming Cafe
Kensington-Chinatown,43.6533088684715,-79.396339416513,Saigon Lotus Restaurant,43.654310800343325,-79.39922450076845,Vietnamese Restaurant
Kensington-Chinatown,43.6533088684715,-79.396339416513,The Moonbean Cafe,43.65414662211733,-79.40018175516231,Café
Kensington-Chinatown,43.6533088684715,-79.396339416513,Essence of Life Organics,43.65411067840614,-79.4004308758787,Organic Grocery
Kensington-Chinatown,43.6533088684715,-79.396339416513,Seven Lives - Tacos y Mariscos,43.65441817160925,-79.40054467846261,Mexican Restaurant
Kensington-Chinatown,43.6533088684715,-79.396339416513,Maker Pizza,43.6504011331197,-79.39804047841302,Pizza Place
Kensington-Chinatown,43.6533088684715,-79.396339416513,FIKA Cafe,43.653560276835684,-79.40040209660836,Café
Kensington-Chinatown,43.6533088684715,-79.396339416513,El Rey,43.652764,-79.400048,Cocktail Bar
Kensington-Chinatown,43.6533088684715,-79.396339416513,Blackbird Baking Co,43.65476385976386,-79.40056588367806,Bakery
Kensington-Chinatown,43.6533088684715,-79.396339416513,Dark Horse Espresso Bar,43.65056381026066,-79.39701810600826,Coffee Shop
Kensington-Chinatown,43.6533088684715,-79.396339416513,Little Pebbles,43.654883,-79.400264,Coffee Shop
Kensington-Chinatown,43.6533088684715,-79.396339416513,Fudao Noodle House,43.654645274716124,-79.39887355126278,Noodle House
Kensington-Chinatown,43.6533088684715,-79.396339416513,Kid Icarus,43.653933260442265,-79.40171859012935,Arts & Crafts Store
Kensington-Chinatown,43.6533088684715,-79.396339416513,Kensington Food Market,43.654058473740236,-79.40037565547179,Farmers Market
Kensington-Chinatown,43.6533088684715,-79.396339416513,Jimmy's Coffee,43.65449315540114,-79.40131090393002,Café
Kensington-Chinatown,43.6533088684715,-79.396339416513,Cold Tea,43.65419313416817,-79.40107491108753,Bar
Kensington-Chinatown,43.6533088684715,-79.396339416513,MEC,43.64939,-79.394006,Sporting Goods Shop
Kensington-Chinatown,43.6533088684715,-79.396339416513,Grey Gardens,43.653479,-79.401427,Wine Bar
Kensington-Chinatown,43.6533088684715,-79.396339416513,Torteria San Cosme,43.65470199390117,-79.40064636669985,Mexican Restaurant
Kensington-Chinatown,43.6533088684715,-79.396339416513,Global Cheese,43.65462257332082,-79.4006057130889,Cheese Shop
Kensington-Chinatown,43.6533088684715,-79.396339416513,Norma Ridley Members’ Lounge,43.65278556636435,-79.39229314655985,Art Gallery
Kensington-Chinatown,43.6533088684715,-79.396339416513,Grange Park,43.652487552998565,-79.39205307540142,Park
Kensington-Chinatown,43.6533088684715,-79.396339416513,Golden Patty,43.6546590586465,-79.4011788108254,Caribbean Restaurant
Kensington-Chinatown,43.6533088684715,-79.396339416513,Alo,43.64857357946059,-79.39624325999638,French Restaurant
Kensington-Chinatown,43.6533088684715,-79.396339416513,Banh Mi Boys,43.648649805139854,-79.39685914804579,Sandwich Place
Kensington-Chinatown,43.6533088684715,-79.396339416513,Get Outside,43.6488482587458,-79.39577748658837,Shoe Store
Kensington-Chinatown,43.6533088684715,-79.396339416513,Ontario College of Art and Design University (OCADU),43.65280251171013,-79.3910743699992,University
Kensington-Chinatown,43.6533088684715,-79.396339416513,Aloette,43.648380956878,-79.39618583130652,Restaurant
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,Gourmet Express,43.69311138097989,-79.55729392261416,Chinese Restaurant
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,Tim Hortons Express,43.696702618514394,-79.5462269790005,Coffee Shop
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,No Frills,43.695887,-79.544835,Grocery Store
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,Tim Hortons,43.6961701,-79.5449216,Coffee Shop
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,The Beer Store,43.6933138,-79.5572835,Beer Store
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,Subway® Restaurants,43.692935717786156,-79.5573509193731,Sandwich Place
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,Shoppers Drug Mart,43.693411,-79.557073,Pharmacy
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,Petro-Canada,43.694109,-79.558046,Gas Station
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,TD Canada Trust,43.6939219,-79.5574106,Bank
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,Pizza Pizza,43.69321312231725,-79.55729000271057,Pizza Place
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,TTC 37 Islington Bus,43.697041965656226,-79.54638484438856,Bus Line
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,Food Basics,43.69356062698337,-79.55740524896947,Supermarket
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,241 Pizza,43.69677503568423,-79.54421369229051,Pizza Place
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,Four Points by Sheraton Toronto Airport East,43.70601795650615,-79.55174433858832,Hotel
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,Country Style,43.694366,-79.557439,Coffee Shop
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,GNC Live Well,43.69162488092203,-79.54601182332514,Supplement Shop
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,Westway Centre,43.69342526936401,-79.55758635011445,Shopping Mall
Kingsview Village-The Westway,43.699440002471505,-79.549240112313,McDonald's,43.693390280912595,-79.55708940768392,Fast Food Restaurant
Kingsway South,43.6543312072715,-79.511123657213,"Ma Maison, Boulangerie - Patisserie - Traiteur",43.65949039354277,-79.51362441836238,French Restaurant
Kingsway South,43.6543312072715,-79.511123657213,Caffé Demetre,43.64808798157569,-79.50854813200596,Dessert Shop
Kingsway South,43.6543312072715,-79.511123657213,Kingsway Fish & Chips,43.647074,-79.513291,Seafood Restaurant
Kingsway South,43.6543312072715,-79.511123657213,Azarias,43.64713718897401,-79.51319627029353,Tapas Restaurant
Kingsway South,43.6543312072715,-79.511123657213,The Crooked Cue on Bloor,43.64724572225553,-79.5130884597282,Pool Hall
Kingsway South,43.6543312072715,-79.511123657213,LCBO,43.64830547025098,-79.50788144107516,Liquor Store
Kingsway South,43.6543312072715,-79.511123657213,Vibo,43.64741175098659,-79.51008162456107,Italian Restaurant
Kingsway South,43.6543312072715,-79.511123657213,Sempre Pizza Pasta,43.647176739342015,-79.51248511978591,Pizza Place
Kingsway South,43.6543312072715,-79.511123657213,Creme de la Creme,43.64775285940716,-79.50990378136584,Breakfast Spot
Kingsway South,43.6543312072715,-79.511123657213,Momiji Sushi Bar & Grill,43.647843041892976,-79.50853435479806,Sushi Restaurant
Kingsway South,43.6543312072715,-79.511123657213,Mastermind Toys,43.65966367232912,-79.51382694968005,Toy / Game Store
Kingsway South,43.6543312072715,-79.511123657213,Monk's Kettle,43.64680589371333,-79.51377460749337,Gastropub
Kingsway South,43.6543312072715,-79.511123657213,Merlot,43.647685147998615,-79.51040103221865,French Restaurant
Kingsway South,43.6543312072715,-79.511123657213,Bake Sale,43.646826935107924,-79.51406576419686,Dessert Shop
Kingsway South,43.6543312072715,-79.511123657213,The Kingsway Theatre,43.647163758673194,-79.51223242079968,Indie Movie Theater
Kingsway South,43.6543312072715,-79.511123657213,Starbucks,43.64835,-79.50768,Coffee Shop
Kingsway South,43.6543312072715,-79.511123657213,Magoo's,43.65943722915739,-79.51417228322768,Burger Joint
Kingsway South,43.6543312072715,-79.511123657213,Magic Spot,43.64783593140486,-79.50914074789482,Burger Joint
Kingsway South,43.6543312072715,-79.511123657213,Green Mango,43.64769770000115,-79.51067655132923,Thai Restaurant
Kingsway South,43.6543312072715,-79.511123657213,La Veranda Osteria,43.64763812741427,-79.5114418356262,Italian Restaurant
Kingsway South,43.6543312072715,-79.511123657213,Starbucks,43.660005,-79.513883,Coffee Shop
Kingsway South,43.6543312072715,-79.511123657213,Starbucks,43.646607,-79.514096,Coffee Shop
Kingsway South,43.6543312072715,-79.511123657213,Hot Oven,43.6478909960557,-79.50935274562029,Bakery
Kingsway South,43.6543312072715,-79.511123657213,Shoppers Drug Mart,43.647623,-79.51086,Pharmacy
Kingsway South,43.6543312072715,-79.511123657213,Chutneys Fine Indian Cuisine,43.64686,-79.514037,Indian Restaurant
Kingsway South,43.6543312072715,-79.511123657213,Second Cup,43.647669286723165,-79.51078238102943,Café
Kingsway South,43.6543312072715,-79.511123657213,Henry VIII Ale House,43.64681818625684,-79.51418864294682,Pub
Kingsway South,43.6543312072715,-79.511123657213,Bulk Barn,43.66093887342527,-79.51777280977804,Supermarket
Kingsway South,43.6543312072715,-79.511123657213,Swiss Chalet,43.64781648473772,-79.50836098862833,Restaurant
Kingsway South,43.6543312072715,-79.511123657213,bruno's fine foods,43.65931917079582,-79.51467824415475,Gourmet Shop
L'Amoreaux,43.79726028447168,-79.31220245361291,Happy Lamb Hot Pot,43.79161068939604,-79.31326863757754,Hotpot Restaurant
L'Amoreaux,43.79726028447168,-79.31220245361291,Mr Congee Chinese Cuisine 龍粥記,43.798878792587615,-79.3183345011537,Chinese Restaurant
L'Amoreaux,43.79726028447168,-79.31220245361291,Phoenix Restaurant 金鳳餐廳,43.79819775434163,-79.31843152382791,Chinese Restaurant
L'Amoreaux,43.79726028447168,-79.31220245361291,Subway,43.79867122318589,-79.31847549171897,Sandwich Place
L'Amoreaux,43.79726028447168,-79.31220245361291,Price Chopper,43.799444969304986,-79.3185634598668,Grocery Store
L'Amoreaux,43.79726028447168,-79.31220245361291,KFC,43.7989384013184,-79.31885368338149,Fast Food Restaurant
L'Amoreaux,43.79726028447168,-79.31220245361291,Shoppers Drug Mart,43.799966,-79.317985,Pharmacy
L'Amoreaux,43.79726028447168,-79.31220245361291,Tim Hortons,43.7991018,-79.3187148,Coffee Shop
L'Amoreaux,43.79726028447168,-79.31220245361291,TD Canada Trust,43.79190356636495,-79.31290984153742,Bank
L'Amoreaux,43.79726028447168,-79.31220245361291,Eggsmart,43.796375,-79.318681,Breakfast Spot
L'Amoreaux,43.79726028447168,-79.31220245361291,McDonald's,43.79824882031983,-79.31816666829309,Fast Food Restaurant
L'Amoreaux,43.79726028447168,-79.31220245361291,Pizza Pizza,43.79790927666095,-79.31811332702635,Pizza Place
L'Amoreaux,43.79726028447168,-79.31220245361291,Metro,43.79807490046229,-79.31844889524201,Supermarket
L'Amoreaux,43.79726028447168,-79.31220245361291,A Buck or Two,43.798286042580465,-79.31848503806829,Thrift / Vintage Store
L'Amoreaux,43.79726028447168,-79.31220245361291,Dollarama,43.798394,-79.318453,Discount Store
L'Amoreaux,43.79726028447168,-79.31220245361291,Buddy Cafe,43.79915574729918,-79.30628040464683,Chinese Restaurant
L'Amoreaux,43.79726028447168,-79.31220245361291,Coffee Time,43.79795157870593,-79.31867761416008,Coffee Shop
L'Amoreaux,43.79726028447168,-79.31220245361291,TTC Stop #2490/1,43.79879816893079,-79.30580165112973,Bus Stop
L'Amoreaux,43.79726028447168,-79.31220245361291,One's Better Living,43.798866,-79.31859,Furniture / Home Store
L'Amoreaux,43.79726028447168,-79.31220245361291,Birchwood Plaza,43.79959954028954,-79.30622537563188,Shopping Mall
L'Amoreaux,43.79726028447168,-79.31220245361291,Tim Hortons,43.80219925328931,-79.30873095989227,Coffee Shop
L'Amoreaux,43.79726028447168,-79.31220245361291,Presotea,43.799397,-79.319014,Bubble Tea Shop
L'Amoreaux,43.79726028447168,-79.31220245361291,Red Sail Boat Bakery 紅帆船西餅麵包,43.791656127504304,-79.31331669728824,Bakery
L'Amoreaux,43.79726028447168,-79.31220245361291,Dumpling & Szechuan Cuisine（川流不息店）,43.79156742171714,-79.31290015833144,Chinese Restaurant
L'Amoreaux,43.79726028447168,-79.31220245361291,Olympian Swimming,43.79157540816749,-79.31320435086585,Gym Pool
L'Amoreaux,43.79726028447168,-79.31220245361291,L'Amoreaux Swimming Pool,43.802598557035815,-79.3172030213724,Gym Pool
L'Amoreaux,43.79726028447168,-79.31220245361291,L'Amoreaux Scarborough Winter Tennis Club,43.80324380953259,-79.30849804694222,Tennis Court
L'Amoreaux,43.79726028447168,-79.31220245361291,CARSTAR Toronto St. Clair,43.80391,-79.31339,Auto Garage
L'Amoreaux,43.79726028447168,-79.31220245361291,L'Amoreaux Sports Centre,43.80300207491495,-79.30447543603285,Athletics & Sports
L'Amoreaux,43.79726028447168,-79.31220245361291,L'Amoreaux Park (South),43.8051571443919,-79.30729866027832,Park
Lambton Baby Point,43.65932083127149,-79.49751281731301,Queen Margherita,43.65822425389276,-79.48803424201802,Pizza Place
Lambton Baby Point,43.65932083127149,-79.49751281731301,Mad Mexican,43.658522787607566,-79.48823335648142,Taco Place
Lambton Baby Point,43.65932083127149,-79.49751281731301,Aquarius Scuba,43.66426621706958,-79.50299228142356,Sporting Goods Shop
Lambton Baby Point,43.65932083127149,-79.49751281731301,Campo,43.655191,-79.487067,Italian Restaurant
Lambton Baby Point,43.65932083127149,-79.49751281731301,Messina Bakery,43.66655341922946,-79.49924295674427,Bakery
Lambton Baby Point,43.65932083127149,-79.49751281731301,Old Mill Toronto,43.651011078509626,-79.49322209020357,American Restaurant
Lambton Baby Point,43.65932083127149,-79.49751281731301,Patisserie 27,43.65835465149958,-79.48813736310686,Bakery
Lambton Baby Point,43.65932083127149,-79.49751281731301,The Beer Store,43.6656664,-79.4901111,Beer Store
Lambton Baby Point,43.65932083127149,-79.49751281731301,Étienne Brulé Park,43.65281386452948,-79.49217796325684,Park
Lambton Baby Point,43.65932083127149,-79.49751281731301,The Cat Pub and Eatery,43.66560819560132,-79.48924499291752,Dive Bar
Lambton Baby Point,43.65932083127149,-79.49751281731301,Coffee Culture,43.6583591813047,-79.48797103929881,Café
Lambton Baby Point,43.65932083127149,-79.49751281731301,Woody's Burgers Bar and Grill,43.657862,-79.487644,Burger Joint
Lambton Baby Point,43.65932083127149,-79.49751281731301,Loblaws,43.665388,-79.495905,Grocery Store
Lambton Baby Point,43.65932083127149,-79.49751281731301,Tim Hortons,43.65811047637139,-79.48817633158475,Coffee Shop
Lambton Baby Point,43.65932083127149,-79.49751281731301,Magwood Park,43.657953905517,-79.49809449440255,Park
Lambton Baby Point,43.65932083127149,-79.49751281731301,KFC,43.66535513378559,-79.48972642421722,Fast Food Restaurant
Lambton Baby Point,43.65932083127149,-79.49751281731301,Humber River Falls,43.65561677331574,-79.50170233015278,River
Lambton Baby Point,43.65932083127149,-79.49751281731301,Swirls,43.66147402726514,-79.50865785529454,Cupcake Shop
Lambton Baby Point,43.65932083127149,-79.49751281731301,Sun Convenence,43.665512,-79.499122,Convenience Store
Lambton Baby Point,43.65932083127149,-79.49751281731301,Home Smith Park,43.65246858229087,-79.49878641913702,Park
